x_m,T_c_K,T_w_K,h_W_m2K,Re,Nu,f,dP_cum_Pa,T_sat_K,DeltaT_sat_K
5.1899999999999995,573.4634398505226,580.517940108197,94003.19965894266,1182724.9111663026,1951.7548195231664,0.011290878242814778,992839.2965840561,584.1471469665152,3.6292068583181845
5.22,573.5410702278945,580.5929730738679,94037.82364853102,1183808.7599092966,1952.5046492527413,0.01128916009429719,998505.5759945702,584.1471469665152,3.5541738926472135
5.25,573.6186983972766,580.6680048490292,94072.45957527576,1184893.57772979,1953.254749915998,0.011287442376164598,1004171.0321129403,584.1471469665152,3.479142117485935
5.279999999999999,573.6963243588438,580.7430354334367,94107.10744296129,1185979.3654710709,1954.005121603588,0.011285725088272266,1009835.6651429548,584.1471469665152,3.404111533078435
5.31,573.7739481127707,580.8180648268467,94141.7672553729,1187066.1239771394,1954.755764406188,0.011284008230475527,1015499.4752883335,584.1471469665152,3.329082139668458
5.34,573.8515696592319,580.8930930290153,94176.43901629733,1188153.8540927111,1955.506678414508,0.01128229180262978,1021162.4627527286,584.1471469665152,3.2540539374998616
5.37,573.9291889984024,580.968120039699,94211.12272952215,1189242.5566632154,1956.257863719282,0.011280575804590475,1026824.627739724,584.1471469665152,3.1790269268161637
5.3999999999999995,574.0068061304567,581.0431458586543,94245.81839883617,1190332.2325347958,1957.009320411273,0.011278860236213118,1032485.9704528359,584.1471469665152,3.1040011078608813
5.43,574.0844210555694,581.1181704856381,94280.52602802929,1191422.8825543125,1957.7610485812736,0.011277145097353286,1038146.4910955123,584.1471469665152,3.028976480877077
5.46,574.1620337739151,581.1931939204072,94315.24562089243,1192514.5075693391,1958.5130483201026,0.0112754303878666,1043806.1898711333,584.1471469665152,2.9539530461079266
5.49,574.2396442856686,581.2682161627188,94349.97718121768,1193607.1084281679,1959.2653197186066,0.011273716107608755,1049465.0669830113,584.1471469665152,2.8789308037963792
5.52,574.3172525910045,581.3432372123301,94384.72071279825,1194700.685979808,1960.0178628676633,0.011272002256435503,1055123.1226343908,584.1471469665152,2.8039097541850424
5.55,574.3948586900972,581.4182570689983,94419.47621942844,1195795.2410739872,1960.7706778581753,0.011270288834202646,1060780.3570284483,584.1471469665152,2.728889897516865
5.58,574.4724625831213,581.4932757324813,94454.24370490361,1196890.7745611481,1961.523764781075,0.011268575840766059,1066436.7703682925,584.1471469665152,2.653871234033886
5.609999999999999,574.5500642702516,581.5682932025366,94489.02317302034,1197987.2872924583,1962.277123727324,0.011266863275981658,1072092.3628569643,584.1471469665152,2.5788537639786
5.64,574.6276637516623,581.6433094789219,94523.81462757615,1199084.7801197988,1963.0307547879086,0.011265151139705436,1077747.1346974373,584.1471469665152,2.503837487593273
5.67,574.7052610275282,581.7183245613955,94558.61807236982,1200183.2538957747,1963.7846580538467,0.011263439431793441,1083401.0860926167,584.1471469665152,2.428822405119604
5.7,574.7828560980236,581.7933384497156,94593.43351120107,1201282.7094737075,1964.5388336161814,0.011261728152101774,1089054.2172453403,584.1471469665152,2.3538085167995177
5.7299999999999995,574.8604489633229,581.8683511436403,94628.26094787098,1202383.1477076476,1965.2932815659883,0.011260017300486593,1094706.5283583787,584.1471469665152,2.2787958228748266
5.76,574.9380396236007,581.9433626429283,94663.10038618134,1203484.569452355,1966.0480019943636,0.011258306876804134,1100358.019634434,584.1471469665152,2.2037843235868877
5.79,575.0156280790314,582.0183729473381,94697.95182993554,1204586.9755633264,1966.8029949924419,0.011256596880910673,1106008.6912761412,584.1471469665152,2.128774019177058
5.819999999999999,575.0932143297895,582.0933820566286,94732.81528293774,1205690.366896774,1967.5582606513785,0.011254887312662545,1111658.5434860676,584.1471469665152,2.0537649098865813
5.85,575.1707983760493,582.1683899705588,94767.69074899323,1206794.7443096326,1968.3137990623586,0.011253178171916156,1117307.5764667129,584.1471469665152,1.9787569959563598
5.88,575.2483802179853,582.2433966888879,94802.57823190853,1207900.108659563,1969.0696103165958,0.011251469458527969,1122955.7904205094,584.1471469665152,1.9037502776272959
5.91,575.3259598557718,582.3184022113751,94837.47773549118,1209006.4608049514,1969.825694505333,0.0112497611723545,1128603.1855498217,584.1471469665152,1.8287447551400646
5.9399999999999995,575.403537289583,582.3934065377797,94872.38926354994,1210113.8016049105,1970.582051719842,0.01124805331325232,1134249.762056947,584.1471469665152,1.7537404287354548
5.97,575.4811125195935,582.4684096678615,94907.31281989455,1211222.1319192778,1971.33868205142,0.011246345881078068,1139895.5201441152,584.1471469665152,1.6787372986536866
6.0,575.5586855459774,582.5434116013802,94942.24840833577,1212331.4526086133,1972.0955855913912,0.011244638875688448,1145540.4600134888,584.1471469665152,1.6037353651349804
